img1median,img1mode,img1mean,img2median,img2mode,img2mean,img3median,img3mode,img3mean,img4median,img4mode,img4mean,img5median,img5mode,img5mean,img6median,img6mode,img6mean,img7median,img7mode,img7mean,img8median,img8mode,img8mean,img9median,img9mode,img9mean,Label
7.5911438751220714,0.9486035566549026,7.5911438751220714,4.3728997864520975,1.473708568041248,3.6744592173422337,5.305613327026367,3.2440834466942396,5.97488333384196,5.488752505653784,3.49055832965041,5.987919019732559,4.174907891409738,2.049392642744944,4.0962594182150704,9.199965667724609,3.915744776339439,7.413471269607544,8.481713012695312,3.075029391783584,7.155622528076171,6.36709249159869,3.3497601723521253,6.630130700504079,3.0318762877891805,2.638932657876915,3.9254068330786698,0
7.5911438751220714,0.9486035566549026,7.5911438751220714,4.3728997864520975,1.473708568041248,3.6744592173422337,5.305613327026367,3.2440834466942396,5.97488333384196,5.488752505653784,3.49055832965041,5.987919019732559,4.174907891409738,2.049392642744944,4.0962594182150704,9.199965667724609,3.915744776339439,7.413471269607544,8.481713012695312,3.075029391783584,7.155622528076171,6.36709249159869,3.3497601723521253,6.630130700504079,3.0318762877891805,2.638932657876915,3.9254068330786698,0
7.5911438751220714,0.9486035566549026,7.5911438751220714,4.3728997864520975,1.473708568041248,3.6744592173422337,5.305613327026367,3.2440834466942396,5.97488333384196,5.488752505653784,3.49055832965041,5.987919019732559,4.174907891409738,2.049392642744944,4.0962594182150704,9.199965667724609,3.915744776339439,7.413471269607544,8.481713012695312,3.075029391783584,7.155622528076171,6.36709249159869,3.3497601723521253,6.630130700504079,3.0318762877891805,2.638932657876915,3.9254068330786698,0
7.5911438751220714,0.9486035566549026,7.5911438751220714,4.3728997864520975,1.473708568041248,3.6744592173422337,5.305613327026367,3.2440834466942396,5.97488333384196,5.488752505653784,3.49055832965041,5.987919019732559,4.174907891409738,2.049392642744944,4.0962594182150704,9.199965667724609,3.915744776339439,7.413471269607544,8.481713012695312,3.075029391783584,7.155622528076171,6.36709249159869,3.3497601723521253,6.630130700504079,3.0318762877891805,2.638932657876915,3.9254068330786698,0
6.572322482154483,2.709093957098742,6.16341852836421,3.3143158231462753,1.261688952915127,3.050714359018538,9.847375869750977,5.0999701263414075,10.729395875743792,5.536401748657228,3.801154637899981,6.760933313592834,6.555855390760634,2.9083134749247512,6.707098834897266,7.398320447481597,2.9731448228994912,7.174100470966138,2.7019148098675063,1.195846428883083,2.437288768044531,7.5783976628230185,4.597002292172922,7.643910110180196,8.809930928548178,4.9385099546226785,6.781965872446698,0
6.572322482154483,2.709093957098742,6.16341852836421,3.3143158231462753,1.261688952915127,3.050714359018538,9.847375869750977,5.0999701263414075,10.729395875743792,5.536401748657228,3.801154637899981,6.760933313592834,6.555855390760634,2.9083134749247512,6.707098834897266,7.398320447481597,2.9731448228994912,7.174100470966138,2.7019148098675063,1.195846428883083,2.437288768044531,7.5783976628230185,4.597002292172922,7.643910110180196,8.809930928548178,4.9385099546226785,6.781965872446698,0
6.572322482154483,2.709093957098742,6.16341852836421,3.3143158231462753,1.261688952915127,3.050714359018538,9.847375869750977,5.0999701263414075,10.729395875743792,5.536401748657228,3.801154637899981,6.760933313592834,6.555855390760634,2.9083134749247512,6.707098834897266,7.398320447481597,2.9731448228994912,7.174100470966138,2.7019148098675063,1.195846428883083,2.437288768044531,7.5783976628230185,4.597002292172922,7.643910110180196,8.809930928548178,4.9385099546226785,6.781965872446698,0
6.572322482154483,2.709093957098742,6.16341852836421,3.3143158231462753,1.261688952915127,3.050714359018538,9.847375869750977,5.0999701263414075,10.729395875743792,5.536401748657228,3.801154637899981,6.760933313592834,6.555855390760634,2.9083134749247512,6.707098834897266,7.398320447481597,2.9731448228994912,7.174100470966138,2.7019148098675063,1.195846428883083,2.437288768044531,7.5783976628230185,4.597002292172922,7.643910110180196,8.809930928548178,4.9385099546226785,6.781965872446698,0
6.141732729398288,2.36288305404964,5.594804959419448,7.983659023708768,3.600108012968439,8.30775658642804,1.6189579632828983,1.1461626084706258,1.9106475345739444,4.930507570154527,1.6864175835330044,4.902776842678295,6.89236094156901,3.281240565771726,6.523019137359472,4.962200821770562,3.5760891294077757,5.639804822427256,7.793147839997945,3.112918865805606,8.122258303075805,6.84774636162652,3.674351514178297,7.579091768132315,13.065692863464356,7.9271813448998705,14.201432037353516,0
6.141732729398288,2.36288305404964,5.594804959419448,7.983659023708768,3.600108012968439,8.30775658642804,1.6189579632828983,1.1461626084706258,1.9106475345739444,4.930507570154527,1.6864175835330044,4.902776842678295,6.89236094156901,3.281240565771726,6.523019137359472,4.962200821770562,3.5760891294077757,5.639804822427256,7.793147839997945,3.112918865805606,8.122258303075805,6.84774636162652,3.674351514178297,7.579091768132315,13.065692863464356,7.9271813448998705,14.201432037353516,0
