img1median,img1mode,img1mean,img2median,img2mode,img2mean,img3median,img3mode,img3mean,img4median,img4mode,img4mean,img5median,img5mode,img5mean,img6median,img6mode,img6mean,img7median,img7mode,img7mean,img8median,img8mode,img8mean,img9median,img9mode,img9mean
5.857322502136231,3.203803163313567,6.562288945721044,2.753117236756442,1.0288113820971956,2.6396496421412414,6.303561992645264,3.7622621990067717,6.517962565702551,2.0795037288562357,1.0483048315462689,1.9982882558758337,9.399921551872703,4.371082392520522,9.188921826530907,3.3990530861748587,1.8193583227251855,3.7148202345567047,5.870818634033204,2.117471028945015,5.632044060509484,4.816996031541091,2.6819256218444627,5.163943652701948,13.465631573016829,5.067047940665408,12.252447996305177
